,Flux
3003,6.698123674648866e-08
3004,6.665492131894405e-08
3005,6.529889808317144e-08
3006,6.228150829902634e-08
3007,6.004085748818848e-08
3008,5.99242716491876e-08
3009,6.050684431774405e-08
3010,6.181865969578505e-08
3011,6.384929356194234e-08
3012,6.44518641399671e-08
3013,6.38316777083327e-08
3014,6.256100993862482e-08
3015,6.064240892617287e-08
3016,5.892816798269367e-08
3017,5.75228511449392e-08
3018,5.645806599640603e-08
3019,5.474975938948873e-08
3020,5.249978346202625e-08
3021,5.074980511675694e-08
3022,4.951232461173498e-08
3023,4.859859217376328e-08
3024,4.8163732989446186e-08
3025,4.7947359715835906e-08
3026,4.754012375200433e-08
3027,4.7686111338142514e-08
3028,5.055500017012403e-08
3029,5.6787000243274074e-08
3030,6.334580038771246e-08
3031,6.742372054434151e-08
3032,6.71813486724484e-08
3033,6.258821387000456e-08
3034,5.772939246561386e-08
3035,5.450645319689358e-08
3036,5.2080807861040314e-08
3037,5.059772707228171e-08
3038,4.8875454374746016e-08
3039,4.677540895696782e-08
3040,4.507286808537904e-08
3041,4.411558130411592e-08
3042,4.39165232113857e-08
3043,4.4137370938820176e-08
3044,4.5398633892605014e-08
3045,4.6746270546389244e-08
3046,4.804664351983037e-08
3047,5.066697911606077e-08
3048,5.303778108708902e-08
3049,5.379650284716648e-08
3050,5.384185241179591e-08
3051,5.440766697458326e-08
3052,5.620440003218887e-08
3053,5.980895980415141e-08
3054,6.517806360820754e-08
3055,6.887275709317212e-08
3056,7.034798136522851e-08
3057,7.03131832305723e-08
3058,6.77193649194041e-08
3059,6.423492847742804e-08
3060,6.012393564338667e-08
3061,5.7411542130046614e-08
3062,5.658288804594827e-08
3063,5.589959938653326e-08
3064,5.693463961855906e-08
3065,5.759117576021976e-08
3066,5.75695581593203e-08
3067,5.791260227078856e-08
3068,5.6733841959056e-08
3069,5.563545769759839e-08
3070,5.440941193145354e-08
3071,5.324347078116083e-08
3072,5.300662373540832e-08
3073,5.1730961361830584e-08
3074,5.108286522257187e-08
3075,5.0924578721301467e-08
3076,5.279462072581065e-08
3077,5.7615158400888763e-08
3078,6.131614230012101e-08
3079,6.552202771529439e-08
3080,6.820732466446948e-08
3081,6.774909205832433e-08
3082,6.859918272843558e-08
3083,6.902676441463313e-08
3084,6.757408800222008e-08
3085,6.545417923043517e-08
3086,6.132126131826489e-08
3087,5.573913518753668e-08
3088,5.0627721673743746e-08
3089,4.7789949468422084e-08
3090,4.691095443348481e-08
3091,4.678918982272e-08
3092,4.705265261461371e-08
3093,4.5993489187605517e-08
3094,4.411524213778561e-08
3095,4.426798882480284e-08
3096,4.704490989544037e-08
3097,5.070291888726995e-08
3098,5.603262701527332e-08
3099,6.190436446383116e-08
3100,6.636392827690811e-08
3101,7.040253571074585e-08
3102,7.193728240508074e-08
3103,7.055605433463863e-08
3104,6.846294895650249e-08
3105,6.655415406970253e-08
3106,6.696123866977018e-08
3107,6.890261485132929e-08
3108,7.094985339514571e-08
3109,7.245486804555336e-08
3110,7.102188121122383e-08
3111,6.863219305813071e-08
3112,6.65939737740641e-08
3113,6.46220764625385e-08
3114,6.532236892041443e-08
3115,6.706513213573359e-08
3116,6.758361900925683e-08
3117,6.733775719198635e-08
3118,6.681648143170078e-08
3119,6.618483312297612e-08
3120,6.497884963678588e-08
3121,6.356846449452849e-08
3122,6.023661795119613e-08
3123,5.566295616502775e-08
3124,5.335916055201191e-08
3125,5.266074448083891e-08
3126,5.226967000312734e-08
3127,5.2055202951257046e-08
3128,5.109968263030209e-08
3129,4.9589714376479236e-08
3130,4.803074295369505e-08
3131,4.749016863353054e-08
3132,4.764115168710718e-08
3133,4.7552036427811784e-08
3134,4.7634332696789024e-08
3135,4.7495899410104046e-08
3136,5.02338096223185e-08
3137,5.5435428906586514e-08
3138,5.997938627325539e-08
3139,6.301894788299337e-08
3140,6.179205320373896e-08
3141,5.9325347879676245e-08
3142,5.9017813046420624e-08
3143,5.920353167924683e-08
3144,6.093317836712987e-08
3145,6.291486031036695e-08
3146,6.296087409315463e-08
3147,6.385228660129954e-08
3148,6.486705802054128e-08
3149,6.511785239847459e-08
3150,6.880606740305848e-08
3151,7.618796091024984e-08
3152,8.320666503113631e-08
3153,8.86734987362182e-08
3154,9.353114888798494e-08
3155,9.701553381791618e-08
3156,9.996398026154494e-08
3157,1.0300508209287271e-07
3158,1.0397957379507793e-07
3159,1.0208161638611608e-07
3160,9.832345465945497e-08
3161,9.43286090547815e-08
3162,8.899574807775636e-08
3163,8.205867325472302e-08
3164,7.555280591447813e-08
3165,7.054752535638258e-08
3166,6.688027289008495e-08
3167,6.389224566296675e-08
3168,6.29780211055844e-08
3169,6.426771886786687e-08
3170,6.694094677922576e-08
3171,7.257185194424186e-08
3172,7.872716666053204e-08
3173,8.310444994223426e-08
3174,8.610650489591282e-08
3175,8.562085432363538e-08
3176,8.30212688294998e-08
3177,7.916914197057534e-08
3178,7.490222786457777e-08
3179,7.212450520158047e-08
3180,6.912455478571717e-08
3181,6.58495993749667e-08
3182,6.298110266522779e-08
3183,6.055027956058274e-08
3184,6.110939950656486e-08
3185,6.420010744999488e-08
3186,6.640278140887743e-08
3187,6.688436399266565e-08
3188,6.410842756184943e-08
3189,5.894758479806763e-08
3190,5.407782631425192e-08
3191,5.038254371349731e-08
3192,4.77442894074977e-08
3193,4.505736052844616e-08
3194,4.255162453005998e-08
3195,3.963396209890139e-08
3196,3.6420565884453145e-08
3197,3.429100928792588e-08
3198,3.2736908347738035e-08
3199,3.1238217504397166e-08
3200,3.0426895767658874e-08
3201,3.1059206206305866e-08
3202,3.30407855958344e-08
3203,3.582420705143484e-08
3204,3.937928635953478e-08
3205,4.260385778330216e-08
3206,4.450597209297473e-08
3207,4.541787497210113e-08
3208,4.530108753015471e-08
3209,4.4270978778072553e-08
3210,4.2793880888998103e-08
3211,4.298949283729454e-08
3212,4.389054365074811e-08
3213,4.4938989380302695e-08
3214,4.7082590514065745e-08
3215,4.7349331474612226e-08
3216,4.6214398291949434e-08
3217,4.468045845176186e-08
3218,4.304991259711241e-08
3219,4.214492130785598e-08
3220,4.366792914109067e-08
3221,4.873863620848328e-08
3222,5.4314772608502335e-08
3223,5.930829538865543e-08
3224,6.280246587466622e-08
3225,6.284721925542094e-08
3226,6.088749727694843e-08
3227,5.8573747506327114e-08
3228,5.5241372720364786e-08
3229,5.121723542810986e-08
3230,4.76080118661147e-08
3231,4.508471066479466e-08
3232,4.3176239602497794e-08
3233,4.1183615656983695e-08
3234,4.0265254067396524e-08
3235,3.997622859242318e-08
3236,3.921610565688368e-08
3237,3.9544494987650454e-08
3238,3.9802545393340005e-08
3239,3.860979079459902e-08
3240,3.819881164254647e-08
3241,3.771643041859535e-08
3242,3.685728734848806e-08
3243,3.7834058598348155e-08
3244,3.922565274481002e-08
3245,4.179058754081351e-08
3246,4.547402890437127e-08
3247,4.8251626131509224e-08
3248,5.082646364213892e-08
3249,5.169381737054995e-08
3250,5.113693569317024e-08
3251,4.9685742171538534e-08
3252,4.7267167987736944e-08
3253,4.5065451220247004e-08
3254,4.349640613032976e-08
3255,4.257176554533126e-08
3256,4.1714589016764104e-08
3257,4.2205630123388847e-08
3258,4.3785067102445984e-08
3259,4.476906039180742e-08
3260,4.529215435554602e-08
3261,4.3512938925482837e-08
3262,3.9661645040998046e-08
3263,3.6307980543167795e-08
3264,3.355218249463546e-08
3265,3.393446417693823e-08
3266,3.771601758685268e-08
3267,4.2844415609764917e-08
3268,4.9447473839401195e-08
3269,5.4027726355384695e-08
3270,5.5324953730197434e-08
3271,5.5079958417191573e-08
3272,5.3371962634534534e-08
3273,5.1070333186589067e-08
3274,4.972555875953152e-08
3275,4.8681387062911875e-08
3276,4.7691632542919396e-08
3277,4.677778669773118e-08
3278,4.444113335132151e-08
3279,4.227202002678802e-08
3280,4.441981801867203e-08
3281,4.986533621333521e-08
3282,5.802880248099671e-08
3283,7.26509221909212e-08
3284,8.84358301470467e-08
3285,1.0136724735749693e-07
3286,1.1190552300013677e-07
3287,1.1478997106533322e-07
3288,1.1017347410472098e-07
3289,1.0339362676730545e-07
3290,9.586676412344205e-08
3291,8.985508767382778e-08
3292,8.639457883067848e-08
3293,8.406762088149104e-08
3294,8.196085872618806e-08
3295,7.812727281484385e-08
3296,7.337704554250278e-08
3297,6.865184100457157e-08
3298,6.367415691595787e-08
3299,5.8844241240553103e-08
3300,5.622231716439365e-08
3301,5.75000854859558e-08
3302,6.056257693376255e-08
3303,6.4043819230162e-08
3304,6.508943725742774e-08
3305,6.173049348145469e-08
3306,5.6794944124678137e-08
3307,5.1627949710205843e-08
3308,4.764015474758735e-08
3309,4.522613928963281e-08
3310,4.582852534062472e-08
3311,4.955817273938994e-08
3312,5.2152355379598014e-08
3313,5.406211972062063e-08
3314,5.448090765320525e-08
3315,5.239531685523679e-08
3316,5.010578514734368e-08
3317,4.758270663858583e-08
3318,4.522443599566846e-08
3319,4.381449240938196e-08
3320,4.307054318075387e-08
3321,4.291348887298412e-08
3322,4.292213998619794e-08
3323,4.346742596594994e-08
3324,4.617068326433629e-08
3325,4.949111475088487e-08
3326,5.142950309071903e-08
3327,5.287405257174767e-08
3328,5.4299147203833826e-08
3329,5.575673249821323e-08
3330,5.6918559261845886e-08
3331,5.7701703360702605e-08
3332,5.758153298141285e-08
3333,5.701087957958019e-08
3334,5.83972915308085e-08
3335,5.98450623145643e-08
3336,5.917305607302576e-08
3337,5.9480750481181644e-08
3338,5.985767545124484e-08
3339,5.867190792579832e-08
3340,5.801721714816904e-08
3341,5.576549543842246e-08
3342,5.157644589280907e-08
3343,5.095630116826001e-08
3344,5.363567078435751e-08
3345,5.587210343546793e-08
3346,5.9172392805871005e-08
3347,6.036765335882313e-08
3348,5.7730887993395625e-08
3349,5.5707799149061093e-08
3350,5.396201919536554e-08
3351,5.177831726407667e-08
3352,5.033798551384424e-08
3353,4.880418694118867e-08
3354,4.6436268232910376e-08
3355,4.440514139263172e-08
3356,4.390212726829631e-08
3357,4.4449414594725896e-08
3358,4.509197320092357e-08
3359,4.508277594230044e-08
3360,4.32244983896967e-08
3361,4.1464548518500163e-08
3362,4.091809356483519e-08
3363,4.172628412528136e-08
3364,4.449235211358436e-08
3365,4.6749100282208564e-08
3366,4.795876416037611e-08
3367,4.873496158046162e-08
3368,5.019484273985665e-08
3369,5.219144886359829e-08
3370,5.345980390339396e-08
3371,5.483882346996312e-08
3372,5.51174410890556e-08
3373,5.459319690431952e-08
3374,5.6358877090041785e-08
3375,5.864798923739448e-08
3376,5.990819019263743e-08
3377,6.13173710751097e-08
3378,6.14856339115471e-08
3379,6.026207050600396e-08
3380,5.941086343949577e-08
3381,5.86447770796384e-08
3382,5.8180299374383356e-08
3383,5.8449769452128896e-08
3384,5.8004792531829265e-08
3385,5.936681324954935e-08
3386,6.234263181824847e-08
3387,6.552086850483449e-08
3388,6.924378150530762e-08
3389,6.938190327299692e-08
3390,6.950621286391728e-08
3391,7.101809143394645e-08
3392,7.091628215919165e-08
3393,7.122465380059957e-08
3394,6.86396883296804e-08
3395,6.335071947159721e-08
3396,5.952814751027806e-08
3397,5.655033276115379e-08
3398,5.369529949466684e-08
3399,5.1488269562617515e-08
3400,4.943944261860186e-08
3401,4.708299835989001e-08
3402,4.463719853346541e-08
3403,4.198597867465457e-08
3404,3.934988079214195e-08
3405,3.78398927470397e-08
3406,3.75434035499504e-08
3407,3.7601563288358415e-08
3408,3.8891407077601236e-08
3409,4.043976646447051e-08
3410,4.237078985720574e-08
3411,4.947121074374001e-08
3412,5.87490893808534e-08
3413,6.823668013735032e-08
3414,7.777551183432454e-08
3415,8.13104604766695e-08
3416,8.082941435142365e-08
3417,7.849647285913137e-08
3418,7.525932555517791e-08
3419,7.229589304409615e-08
3420,6.881630382791832e-08
3421,6.484717350847212e-08
3422,5.967495617740382e-08
3423,5.596996050261445e-08
3424,5.434796433715677e-08
3425,5.32881677769321e-08
3426,5.33093508645839e-08
3427,5.1915915704235424e-08
3428,4.8674324117519926e-08
3429,4.570689170754342e-08
3430,4.401120250821411e-08
3431,4.364758218067443e-08
3432,4.363282388954062e-08
3433,4.3444541424142853e-08
3434,4.153758723915916e-08
3435,3.8296328513028215e-08
3436,3.5404195661578885e-08
3437,3.64012759823573e-08
3438,4.0823648163037394e-08
3439,4.489128313288926e-08
3440,4.9164654589821036e-08
3441,5.0623188992174984e-08
3442,4.879837006106922e-08
3443,4.7156033023074034e-08
3444,4.5615429672604865e-08
3445,4.395388665663347e-08
3446,4.248349795542995e-08
3447,4.1635148119239544e-08
3448,4.120913330569528e-08
3449,4.042572000702267e-08
3450,3.9295648025257136e-08
3451,3.8566083265456e-08
3452,3.817197500335433e-08
3453,3.830477756338984e-08
3454,4.368679970332257e-08
3455,5.330028275237234e-08
3456,6.131615253941409e-08
3457,6.83120070972335e-08
3458,7.069577636404742e-08
3459,6.748400555466411e-08
3460,6.467967678222391e-08
3461,6.413670923896686e-08
3462,6.426053853402067e-08
3463,6.448448489777516e-08
3464,7.046103643684603e-08
3465,7.978993257151832e-08
3466,8.66734390230897e-08
3467,9.466859481190316e-08
3468,1.0220173522739584e-07
3469,1.0673156181485372e-07
3470,1.1015840573419345e-07
3471,1.1118006529078737e-07
3472,1.0563705884551039e-07
3473,9.6385852969636e-08
3474,8.819726768162363e-08
3475,8.085254092448102e-08
3476,7.400478684560629e-08
3477,6.744180817482957e-08
3478,6.17226273755421e-08
3479,5.6550364654114884e-08
3480,5.175782819345359e-08
3481,4.810704536706053e-08
3482,4.527134081613102e-08
3483,4.293170671567234e-08
3484,4.1676036006770996e-08
3485,4.073343236206915e-08
3486,3.911008908432708e-08
3487,3.729908012760455e-08
3488,3.686917216584271e-08
3489,4.02447550895231e-08
3490,4.6482779719151115e-08
3491,5.2572001902913543e-08
3492,5.997730191655265e-08
3493,6.800457190833481e-08
3494,7.43416148275067e-08
3495,8.059495345585968e-08
3496,8.402295812816637e-08
3497,8.264566229708041e-08
3498,7.966859612738625e-08
3499,7.672673657514661e-08
3500,7.267906295111228e-08
3501,6.79486566661146e-08
3502,6.391629098382436e-08
3503,6.031216184962718e-08
3504,5.720594562912429e-08
3505,5.4110351039156264e-08
3506,5.159931593093865e-08
3507,5.017688435842894e-08
3508,4.890919595530668e-08
3509,4.7643276393256335e-08
3510,4.5428948787282965e-08
3511,4.162355392516677e-08
3512,3.74611985326501e-08
3513,3.371507867938509e-08
3514,3.0343570811446584e-08
3515,2.7309213730301926e-08
3516,2.4578292357271738e-08
3517,2.212046312154456e-08
3518,1.9908416809390104e-08
3519,1.7917575128451093e-08
3520,1.6125817615605983e-08
3521,1.4513235854045385e-08
3522,1.3061912268640847e-08
3523,1.1755721041776762e-08
3524,1.0580148937599085e-08
3525,9.522134043839178e-09
3526,8.569920639455259e-09
3527,7.712928575509733e-09
3528,6.94163571795876e-09
3529,6.247472146162885e-09
3530,5.622724931546596e-09
3531,5.060452438391936e-09
3532,4.554407194552743e-09
3533,7.74896659946414e-09
3534,1.4274070188251068e-08
3535,2.0721663421326093e-08
3536,2.7099497334260413e-08
3537,3.193954778143496e-08
3538,3.770809316753607e-08
3539,4.51622840690004e-08
3540,5.182105587618126e-08
3541,5.600145048590389e-08
3542,5.588880555828438e-08
3543,5.3199925064767335e-08
3544,5.0504932620052846e-08
3545,4.739193938513027e-08
3546,4.389662526366323e-08
3547,4.139917381238624e-08
3548,3.99684189530828e-08
3549,3.934323959011628e-08
3550,3.9161698347626775e-08
3551,3.872497998016604e-08
3552,3.84649820145955e-08
3553,4.029348390521173e-08
3554,4.33891356601265e-08
3555,4.641272223699616e-08
3556,4.9533950122661616e-08
3557,5.126805513081463e-08
3558,5.146624959203198e-08
3559,5.194462463194969e-08
3560,5.166266221439432e-08
3561,5.089639603504784e-08
3562,5.2356756407278745e-08
3563,5.474608067580123e-08
3564,5.680897249357835e-08
3565,5.772807516303096e-08
3566,5.553026762056001e-08
3567,5.131474086924919e-08
3568,5.13582667775187e-08
3569,6.022244005354006e-08
3570,7.738769596832695e-08
3571,1.0211142625969153e-07
3572,1.2900028350594784e-07
3573,1.532002550275785e-07
3574,1.724552294545802e-07
3575,1.8294720651707384e-07
3576,1.8621498587309885e-07
3577,1.8341848730729665e-07
3578,1.7836413869898344e-07
3579,1.750527250094838e-07
3580,1.6940995271288695e-07
3581,1.614314576502518e-07
3582,1.5305081195018278e-07
3583,1.4550823066468943e-07
3584,1.4150740742752174e-07
3585,1.3955666648405902e-07
3586,1.353634996442053e-07
3587,1.290896495035306e-07
3588,1.2206818444079106e-07
3589,1.1482386592991513e-07
3590,1.1012897923239009e-07
3591,1.0709108119184942e-07
3592,1.028694729766155e-07
3593,9.793252558315678e-08
3594,9.13642729697141e-08
3595,8.341534565997459e-08
3596,7.857381107270599e-08
3597,7.65289299301101e-08
3598,7.50260369130453e-08
3599,7.792343322736892e-08
3600,8.253108995361637e-08
3601,9.160298070419266e-08
3602,1.0664268206037296e-07
3603,1.1634091327428151e-07
3604,1.2051932133449963e-07
3605,1.1736738889382935e-07
3606,1.0909315004668589e-07
3607,1.027713351107263e-07
3608,9.734420166787755e-08
3609,9.22097815819353e-08
3610,8.568880346950509e-08
3611,7.909492308612667e-08
3612,7.39104307032213e-08
3613,6.894438755598881e-08
3614,6.487494872326905e-08
3615,6.672495396347401e-08
3616,7.335245886821295e-08
3617,7.932971328212451e-08
3618,8.880924223722127e-08
3619,9.996581811432153e-08
3620,1.1068173619310801e-07
3621,1.224510624191823e-07
3622,1.283934560389745e-07
3623,1.3399161049510822e-07
3624,1.8110494881249116e-07
3625,2.6069445242264937e-07
3626,3.323250056717918e-07
3627,3.903050032812864e-07
3628,4.036370020009888e-07
3629,3.832733020346119e-07
3630,3.6728347203623367e-07
3631,3.521926251574107e-07
3632,3.286108628496091e-07
3633,3.013872765425989e-07
3634,2.7878604875704293e-07
3635,2.59382443605567e-07
3636,2.467441991020074e-07
3637,2.422683450459215e-07
3638,2.392246359746783e-07
3639,2.3675879150495164e-07
3640,2.3107703132893583e-07
3641,2.2412738137023245e-07
3642,2.1941313721472042e-07
3643,2.134968239309844e-07
3644,2.0853464196120648e-07
3645,2.0145617792783815e-07
3646,1.921105600516541e-07
3647,1.8312450402653502e-07
3648,1.765245536159819e-07
3649,1.7054709824338127e-07
3650,1.620298884037941e-07
3651,1.552143994963704e-07
3652,1.4859295950596658e-07
3653,1.4038366355048189e-07
3654,1.3327029717999256e-07
3655,1.2839326753942453e-07
3656,1.268289409634281e-07
3657,1.2725854706384e-07
3658,1.2777019256455325e-07
3659,1.2635567340446588e-07
3660,1.2084510603181957e-07
3661,1.1373559539618175e-07
3662,1.0841203582423577e-07
3663,1.0363333221051863e-07
3664,1.0124499893877848e-07
3665,1.0128299893095786e-07
3666,9.946719892628081e-08
3667,9.72329789168362e-08
3668,1.015471808543529e-07
3669,1.10767462573451e-07
3670,1.19465716131531e-07
3671,1.274566443916572e-07
3672,1.264859799497631e-07
3673,1.1796238202963729e-07
3674,1.1169114397295167e-07
3675,1.0717202977060859e-07
3676,1.0524232685449494e-07
3677,1.0644309411777111e-07
3678,1.05973784570881e-07
3679,1.0305140590505576e-07
3680,9.779626519948201e-08
3681,9.620413882406353e-08
3682,1.0010872526136014e-07
3683,1.0826035303895523e-07
3684,1.2397181802119871e-07
3685,1.4062463631342274e-07
3686,1.5902467257027773e-07
3687,1.8022220518547543e-07
3688,1.9929998453915332e-07
3689,2.134949859777644e-07
3690,2.1913298730367983e-07
3691,2.158446885156301e-07
3692,2.0404771963011897e-07
3693,1.874179476463851e-07
3694,1.7077615286676346e-07
3695,1.5547353757152004e-07
3696,1.4177618380090426e-07
3697,1.2973606539783125e-07
3698,1.1946245882609584e-07
3699,1.1126621287628682e-07
3700,1.0562709145427772e-07
3701,1.0206438213308088e-07
3702,9.900794373421033e-08
3703,9.553214922626237e-08
3704,9.125393425159346e-08
3705,8.604104081708889e-08
3706,8.077443674507248e-08
3707,7.568449307350301e-08
3708,7.095354377888392e-08
3709,6.667068943386266e-08
3710,6.321612051203077e-08
3711,6.073200846748143e-08
3712,5.785880760794672e-08
3713,5.469792682009645e-08
3714,5.085313411710868e-08
3715,4.6205320697187815e-08
3716,4.170978862670935e-08
3717,4.060130970656835e-08
3718,4.266617862097139e-08
3719,4.5074560645032415e-08
3720,4.780460446743209e-08
3721,4.721164396470834e-08
3722,4.361547956972703e-08
3723,3.982893161314556e-08
3724,4.049603843550567e-08
3725,5.035893454403964e-08
3726,6.85105410097766e-08
3727,9.412198679699621e-08
3728,1.1902960917952278e-07
3729,1.3894125325324791e-07
3730,1.57136695659051e-07
3731,1.6997509384244217e-07
3732,1.7639733105114856e-07
3733,1.7637006065450097e-07
3734,1.6749555460352067e-07
3735,1.5412099917816825e-07
3736,1.4319639938739983e-07
3737,1.3500175964458218e-07
3738,1.3540158380880993e-07
3739,1.4523642556342381e-07
3740,1.536627831074117e-07
3741,1.59059004804824e-07
3742,1.5580310438290886e-07
3743,1.437227939899602e-07
3744,1.316880145623252e-07
3745,1.2118171308213985e-07
3746,1.1171354176004102e-07
3747,1.0251718756981348e-07
3748,9.335296881399445e-08
3749,8.453017194169273e-08
3750,7.665215475069026e-08
3751,7.036193927836694e-08
3752,6.587574536167804e-08
3753,6.246317084396186e-08
3754,5.914185377953666e-08
3755,5.535266842197506e-08
3756,5.139240159907133e-08
3757,5.0340661410991876e-08
3758,5.376909521513142e-08
3759,5.929218566290098e-08
3760,6.500046708250568e-08
3761,6.793792042237016e-08
3762,6.635662845614596e-08
3763,6.267096566587755e-08
3764,5.91788691734631e-08
3765,6.33109826435683e-08
3766,7.432988505980526e-08
3767,8.432189722952182e-08
3768,9.212720813952367e-08
3769,9.111448762656651e-08
3770,8.292803887383131e-08
3771,7.531023499788902e-08
3772,6.845421150954095e-08
3773,6.194629036430728e-08
3774,5.6351661333111855e-08
3775,5.2128995205649136e-08
3776,4.865359568451663e-08
3777,4.645073613652106e-08
3778,4.523066256200566e-08
3779,4.437009634238818e-08
3780,4.39955867445219e-08
3781,4.3108528083139514e-08
3782,4.186017528396888e-08
3783,4.54991576702682e-08
3784,5.35117416992175e-08
3785,6.076056731727242e-08
3786,6.73845103928981e-08
3787,6.878355929416086e-08
3788,6.481770342809042e-08
3789,6.083593315890555e-08
3790,5.928983995199589e-08
3791,5.969835610368758e-08
3792,6.165352070494706e-08
3793,6.677566899106832e-08
3794,7.166060238251322e-08
3795,7.479454228594498e-08
3796,7.579008813685024e-08
3797,7.332357925767724e-08
3798,6.777872125776332e-08
3799,6.100084913198699e-08
3800,5.4900764218788287e-08
3801,4.976068780366413e-08
3802,4.628461901418151e-08
3803,4.404365708271027e-08
3804,4.2201791347763504e-08
3805,4.130661217723643e-08
3806,4.086345093155101e-08
3807,4.037710583094992e-08
3808,4.098939527177516e-08
3809,4.221545578550983e-08
3810,4.5018910210893984e-08
3811,4.939201916917372e-08
3812,5.484031713472569e-08
3813,6.21687851490965e-08
3814,6.762690633452643e-08
3815,7.282671546961016e-08
3816,7.749404379562244e-08
3817,7.795713941832946e-08
3818,7.704892554677046e-08
3819,7.450570104565136e-08
3820,7.432044495153544e-08
3821,7.843319247767158e-08
3822,8.355966525807681e-08
3823,8.851182271786641e-08
3824,8.830261843484816e-08
3825,8.40223565903562e-08
3826,7.914512093432242e-08
3827,7.45681088394804e-08
3828,7.274879802230092e-08
3829,7.203641836337421e-08
3830,7.488277664803478e-08
3831,8.535699909277868e-08
3832,1.0159629919058313e-07
3833,1.2389916915972209e-07
3834,1.4860925211597535e-07
3835,1.7084832677660328e-07
3836,1.908634939711684e-07
3837,2.0887714444627703e-07
3838,2.250894298738748e-07
3839,2.3968048675871277e-07
3840,2.528124379550669e-07
3841,2.646311940317857e-07
3842,2.752680745008326e-07
3843,2.848412669229748e-07
3844,2.934571401029028e-07
3845,3.01211425964838e-07
3846,3.081902832405797e-07
3847,3.1447125478874716e-07
3848,3.1724912921067285e-07
3849,3.1223671623495275e-07
3850,2.99263044611566e-07
3851,2.798117402177542e-07
3852,2.578555662504003e-07
3853,2.3819500964364695e-07
3854,2.2351300868037074e-07
3855,2.138242077498106e-07
3856,2.049542868998954e-07
3857,1.9510885815850347e-07
3858,1.8319797226093724e-07
3859,1.6880317495991915e-07
3860,1.546228574208727e-07
3861,1.420105716370398e-07
3862,1.303095144581421e-07
3863,1.1886606302155372e-07
3864,1.0866695672579597e-07
3865,1.014252610977989e-07
3866,1.0078273519673657e-07
3867,1.0702946199529205e-07
3868,1.1538901608514246e-07
3869,1.2170011471009406e-07
3870,1.2199260333764919e-07
3871,1.1590584302113667e-07
3872,1.075902587679531e-07
3873,1.0053123297525254e-07
3874,9.601560982503965e-08
3875,9.793904899675788e-08
3876,1.0555764429434902e-07
3877,1.1332688013768164e-07
3878,1.1819419230967552e-07
3879,1.1567477322646853e-07
3880,1.0804479600756729e-07
3881,1.0024031642188483e-07
3882,9.314128477746287e-08
3883,8.938965633807515e-08
3884,8.756319078205593e-08
3885,8.543187175240492e-08
3886,8.356368461875382e-08
3887,7.993231614814639e-08
3888,7.465158448020925e-08
3889,7.073642603725865e-08
3890,6.823778349010532e-08
3891,6.625150518607996e-08
3892,6.490135469314491e-08
3893,6.233621921551947e-08
3894,5.870259725374119e-08
3895,5.478233751207511e-08
3896,5.017910376665204e-08
3897,4.5961193389565754e-08
3898,4.386507401321104e-08
3899,4.471606651233557e-08
3900,4.909445966076696e-08
3901,5.578501343323324e-08
3902,6.496901202350593e-08
3903,7.478461097181676e-08
3904,8.000615012607722e-08
3905,8.175553543168999e-08
3906,7.842998204556272e-08
3907,7.111198384003623e-08
3908,6.466328545533695e-08
3909,6.244695701720077e-08
3910,6.458845969364471e-08
3911,6.793235876936556e-08
3912,7.337221637120398e-08
3913,7.685558804047662e-08
3914,7.819192433223435e-08
3915,8.161558029579618e-08
3916,8.376652214248039e-08
3917,8.403986986678044e-08
3918,8.233588275722683e-08
3919,7.781479436679304e-08
3920,7.349581488353535e-08
3921,7.163373342733486e-08
3922,7.180786019210849e-08
3923,7.221457431219208e-08
3924,7.298061705336344e-08
3925,7.255755545057349e-08
3926,6.990179993085047e-08
3927,6.682411995062468e-08
3928,6.286670794788289e-08
3929,6.170503708864087e-08
3930,6.413453326977893e-08
3931,6.848357983409357e-08
3932,7.473522174664442e-08
3933,7.899919956614884e-08
3934,8.129927969853407e-08
3935,8.073185182149767e-08
3936,7.748366672770776e-08
3937,7.23978000864953e-08
3938,6.640802007024893e-08
3939,6.237971807954312e-08
3940,5.989174631541168e-08
3941,5.880257172292473e-08
3942,5.9234814540023805e-08
3943,6.09738330538857e-08
3944,6.257644971946418e-08
3945,6.288130473538994e-08
3946,6.130567429649358e-08
3947,5.9237606936523445e-08
3948,5.9338846341701545e-08
3949,6.072996182510649e-08
3950,6.293196574995644e-08
3951,6.397626922695675e-08
3952,6.210364230118543e-08
3953,5.976827805861891e-08
3954,5.7278950252656075e-08
3955,5.438855524012167e-08
3956,5.558719984341397e-08
3957,6.342847999079728e-08
3958,7.33356320206343e-08
3959,8.28020688874437e-08
3960,8.802186198881797e-08
3961,8.553217575712326e-08
3962,8.012895823665184e-08
3963,7.504106244405987e-08
3964,7.433695606839903e-08
3965,7.737826019583702e-08
3966,8.022793393094174e-08
3967,8.363014032852437e-08
3968,8.305462625167429e-08
3969,7.86241637250812e-08
3970,7.409924743998116e-08
3971,6.852682273699617e-08
3972,6.293664047893843e-08
3973,5.980547644846194e-08
3974,5.8362428812676584e-08
3975,5.93886860107166e-08
3976,6.208731754699891e-08
3977,6.231608592525987e-08
3978,6.25969775607181e-08
3979,6.197478004905052e-08
3980,5.910230221933714e-08
3981,6.104207209180382e-08
3982,6.792536482478653e-08
