,Flux
1053,7.29885506341562e-08
1054,6.800219559554424e-08
1055,6.360197605693102e-08
1056,6.116677837631359e-08
1057,6.343760028897751e-08
1058,6.778133992312216e-08
1059,7.182820558302468e-08
1060,7.432038475942119e-08
1061,7.227584619633577e-08
1062,6.746076157647318e-08
1063,6.347718546976046e-08
1064,6.05544670285345e-08
1065,5.7974020435568164e-08
1066,5.622661850506525e-08
1067,5.41914567293452e-08
1068,5.382231098575143e-08
1069,5.662757972084357e-08
1070,5.9364821588906607e-08
1071,6.221583929112299e-08
1072,6.239425533643756e-08
1073,5.93673298687571e-08
1074,5.726809696625073e-08
1075,5.785378730342612e-08
1076,6.049340853742394e-08
1077,6.296906763409156e-08
1078,6.482216079006477e-08
1079,6.37524446592902e-08
1080,6.073970020512215e-08
1081,5.959073017022151e-08
1082,5.911915709653455e-08
1083,5.799474132780918e-08
1084,5.6970267146024327e-08
1085,5.518574044428115e-08
1086,5.276716645650804e-08
1087,5.0877949863544525e-08
1088,5.1515155028914014e-08
1089,5.456723275144283e-08
1090,5.907516995914812e-08
1091,6.505228772036808e-08
1092,1.077066940418114e-07
1093,1.8726706716040682e-07
1094,2.6204783578517707e-07
1095,3.30180553350841e-07
1096,3.5343749876398623e-07
1097,3.312562490440704e-07
1098,3.087431241295672e-07
1099,2.8663131159785344e-07
1100,2.651431802323697e-07
1101,2.449288620420588e-07
1102,2.2384847576493307e-07
1103,2.0407612813814546e-07
1104,1.8829351530732483e-07
1105,1.7571416380522154e-07
1106,1.647552474611175e-07
1107,1.550047227718344e-07
1108,1.4374175053440083e-07
1109,1.3119257548763295e-07
1110,1.205108179407092e-07
1111,1.116722361459882e-07
1112,1.0370501252970504e-07
1113,9.862201128123727e-08
1114,9.515981016084711e-08
1115,9.094382915029939e-08
1116,8.71119462488059e-08
1117,8.188825164602885e-08
1118,7.551192650926835e-08
1119,7.043573388548825e-08
1120,6.604216051636125e-08
1121,6.228794450069505e-08
1122,5.9246650092315866e-08
1123,5.778448514145074e-08
1124,5.8356036708617806e-08
1125,5.960793309127136e-08
1126,6.498463985423921e-08
1127,7.741117601359134e-08
1128,9.478255871369295e-08
1129,1.1305430327319427e-07
1130,1.262988733784298e-07
1131,1.3021898643294372e-07
1132,1.2810958802641985e-07
1133,1.265736292684971e-07
1134,1.2670376628946688e-07
1135,1.2848338952385092e-07
1136,1.307225503543168e-07
1137,1.328377951100101e-07
1138,1.3780401533266405e-07
1139,1.447861134300753e-07
1140,1.5168250181283284e-07
1141,1.5806425146061203e-07
1142,1.604078262175674e-07
1143,1.587045436718777e-07
1144,1.6119658926969775e-07
1145,1.6955193014735254e-07
1146,1.8092173690052089e-07
1147,1.9687956283033613e-07
1148,2.105291062414441e-07
1149,2.1572619547997053e-07
1150,2.1790357594306476e-07
1151,2.1648821852469006e-07
1152,2.1415189689346792e-07
1153,2.1689920747138747e-07
1154,2.2450928683927767e-07
1155,2.408708580360415e-07
1156,2.65896272254812e-07
1157,2.9791914548246767e-07
1158,3.296897318090775e-07
1159,3.562332595110443e-07
1160,3.7407243411987083e-07
1161,3.747776907971106e-07
1162,3.6482492150792867e-07
1163,3.521424291947284e-07
1164,3.399781860507929e-07
1165,3.322678670006248e-07
1166,3.2907857963284284e-07
1167,3.223207209910483e-07
1168,3.1060114832430035e-07
1169,2.966410330748627e-07
1170,2.811894294556251e-07
1171,2.67032986266444e-07
1172,2.512171874970257e-07
1173,2.401079684745349e-07
1174,2.431971710271746e-07
1175,2.6051495332834747e-07
1176,2.8592595750178456e-07
1177,3.1210836157636435e-07
1178,3.296600259450505e-07
1179,3.4011902419019295e-07
1180,3.5284626381541144e-07
1181,3.7143673579068187e-07
1182,3.9760247600756225e-07
1183,4.2487664259978024e-07
1184,4.5860925111899107e-07
1185,4.987951419676071e-07
1186,5.369531282605369e-07
1187,5.679578153371654e-07
1188,5.797620337950963e-07
1189,5.680358308672508e-07
1190,5.381072479613628e-07
1191,5.010590232643034e-07
1192,4.6556562112551155e-07
1193,4.3829655914332095e-07
1194,4.1952940321545003e-07
1195,4.0640146261436093e-07
1196,3.949113157450001e-07
1197,3.801076833265731e-07
1198,3.6197191424029897e-07
1199,3.4059972235535607e-07
1200,3.1913974991889943e-07
1201,3.024132750734058e-07
1202,2.91496948010391e-07
1203,2.8767225361721285e-07
1204,2.889050286060745e-07
1205,2.886395258934641e-07
1206,2.8578807319154667e-07
1207,2.7865926587081617e-07
1208,2.6783083940556494e-07
1209,2.560602556857431e-07
1210,2.4222923037534283e-07
1211,2.2816880750142148e-07
1212,2.1796442676233486e-07
1213,2.103179839579167e-07
1214,2.0564868553373668e-07
1215,2.0378381710652246e-07
1216,1.985929356310844e-07
1217,1.9080864237872767e-07
1218,1.810027783309559e-07
1219,1.6926500058020672e-07
1220,1.5850100058798438e-07
1221,1.5400090038027058e-07
1222,1.55313310037503e-07
1223,1.565569787341834e-07
1224,1.5651378055382796e-07
1225,1.5011240237561516e-07
1226,1.4065116210876457e-07
1227,1.3494854574603495e-07
1228,1.3149119102494168e-07
1229,1.2920457182201409e-07
1230,1.2585911458828223e-07
1231,1.1952320314698094e-07
1232,1.1204588286947913e-07
1233,1.051037946243496e-07
1234,9.771841522063816e-08
1235,9.007157377447757e-08
1236,8.242691644315018e-08
1237,7.538422480930576e-08
1238,6.995830232552855e-08
1239,6.907497215463699e-08
1240,7.221747508237575e-08
1241,7.489572772713403e-08
1242,8.020615494768326e-08
1243,8.779803910156891e-08
1244,9.366823464940608e-08
1245,1.001514106751346e-07
1246,1.0451126933151958e-07
1247,1.0412264234276417e-07
1248,1.0344787804819816e-07
1249,1.022030901081373e-07
1250,9.889528090321251e-08
1251,9.45307527149203e-08
1252,8.892767749552516e-08
1253,8.370990985020338e-08
1254,7.958891898368277e-08
1255,7.549252718285459e-08
1256,7.120577453466944e-08
1257,6.626019712793604e-08
1258,6.268417740104703e-08
1259,6.13282596233152e-08
1260,6.058293364045376e-08
1261,6.232464025564946e-08
1262,6.449217625896982e-08
1263,6.405545866425565e-08
1264,6.311241278350569e-08
1265,6.030117148388397e-08
1266,5.599605430058704e-08
1267,5.425894885704611e-08
1268,5.5558053950454526e-08
1269,5.898974845526866e-08
1270,6.501577348619771e-08
1271,7.13515412232161e-08
1272,7.45658180042115e-08
1273,7.715840775005443e-08
1274,7.851673852945904e-08
1275,7.701439100500077e-08
1276,7.525019243626483e-08
1277,7.153767316391688e-08
1278,6.725890585225692e-08
1279,6.48455153018844e-08
1280,6.304846382092343e-08
1281,6.205611750091348e-08
1282,6.057550580870348e-08
1283,5.844295528613556e-08
1284,5.663615983623496e-08
1285,5.447254392015816e-08
1286,5.233778958017521e-08
1287,5.061651062412526e-08
1288,5.0629859526428676e-08
1289,5.23293735560016e-08
1290,5.4683936206469106e-08
1291,5.924054266034276e-08
1292,6.412898848957816e-08
1293,6.732858970182719e-08
1294,6.973323081877523e-08
1295,7.074740772887705e-08
1296,7.016016684606259e-08
1297,7.09441500949007e-08
1298,7.276223500126915e-08
1299,7.202351146474143e-08
1300,6.957116036711491e-08
1301,6.632654434891906e-08
1302,6.224388990297049e-08
1303,5.873200089285764e-08
1304,5.644630077843827e-08
1305,5.7189170562964756e-08
1306,6.048275325316515e-08
1307,6.327197768207042e-08
1308,6.511977965767857e-08
1309,6.390780155311871e-08
1310,6.029202138316231e-08
1311,5.7587819209095355e-08
1312,5.662903728565931e-08
1313,5.634113357993813e-08
1314,5.5219520240038874e-08
1315,5.382256824647657e-08
1316,5.170281142531584e-08
1317,5.1045030189856514e-08
1318,5.2765527002826703e-08
1319,5.696397410951279e-08
1320,6.521757647611314e-08
1321,7.263331867163258e-08
1322,7.745748671657499e-08
1323,8.321173796287163e-08
1324,8.835306412584476e-08
1325,9.275525772051738e-08
1326,9.74797319855056e-08
1327,9.859425881974836e-08
1328,9.540983293495399e-08
1329,9.040634959500826e-08
1330,8.526571456961684e-08
1331,8.067664308317401e-08
1332,7.907147886547704e-08
1333,8.026433115455074e-08
1334,8.161289821526622e-08
1335,8.353910856224926e-08
1336,8.522269778157916e-08
1337,8.596292800375004e-08
1338,8.9566635124789e-08
1339,9.822247131542252e-08
1340,1.0637522373935038e-07
1341,1.1366270097225957e-07
1342,1.196839305817339e-07
1343,1.221280374281974e-07
1344,1.2531523384935636e-07
1345,1.2857121066046133e-07
1346,1.292015897777886e-07
1347,1.2740643092113578e-07
1348,1.286657879215733e-07
1349,1.386492094213123e-07
1350,1.5877178893764664e-07
1351,1.8566961047447687e-07
1352,2.1075264966356842e-07
1353,2.3057738452857906e-07
1354,2.408446455467839e-07
1355,2.4314768046647285e-07
1356,2.406329119143018e-07
1357,2.319321203508405e-07
1358,2.2211390817895912e-07
1359,2.1065251736234378e-07
1360,1.961122657219011e-07
1361,1.8065103922663005e-07
1362,1.6581550247651895e-07
1363,1.5338521724869357e-07
1364,1.4324009127350891e-07
1365,1.3812197787256712e-07
1366,1.3666110863373036e-07
1367,1.3663712843252125e-07
1368,1.4177341550165802e-07
1369,1.4672107386856729e-07
1370,1.4772396640198933e-07
1371,1.4760156968607816e-07
1372,1.4487891264764346e-07
1373,1.4095352130203246e-07
1374,1.4127066916528396e-07
1375,1.5230610224349086e-07
1376,1.6943799198788288e-07
1377,1.856441928229937e-07
1378,1.9682977355972971e-07
1379,1.9484679624717589e-07
1380,1.8438711674746522e-07
1381,1.7404840521000867e-07
1382,1.6951856464406705e-07
1383,1.7044170797110547e-07
1384,1.7261003694287854e-07
1385,1.786115330861193e-07
1386,1.863378797185895e-07
1387,1.9522909153725968e-07
1388,2.0548118209377516e-07
1389,2.1128306357770685e-07
1390,2.0984225702812148e-07
1391,2.078080312945182e-07
1392,2.0678972802386614e-07
1393,2.0394825496541296e-07
1394,2.0045342913523603e-07
1395,1.921955860867915e-07
1396,1.8058852757506637e-07
1397,1.732421749489643e-07
1398,1.7068045760970848e-07
1399,1.7163741183022953e-07
1400,1.7567367044730993e-07
1401,1.7713130320035764e-07
1402,1.7539317269219604e-07
1403,1.7207885526769057e-07
1404,1.6623346963744935e-07
1405,1.632101225999326e-07
1406,1.630641103015883e-07
1407,1.6258269938175496e-07
1408,1.6549942976447184e-07
1409,1.6848698711670597e-07
1410,1.698007887087665e-07
1411,1.7659570993986747e-07
1412,1.8651113865172903e-07
1413,1.9637252434792895e-07
1414,2.049352714042436e-07
1415,2.054917438738758e-07
1416,2.0090506925291922e-07
1417,1.9725206222217776e-07
1418,1.955518560702697e-07
1419,1.9492167051920094e-07
1420,1.9386700352731206e-07
1421,1.9019280318678023e-07
1422,1.8527352270247379e-07
1423,1.802711702190223e-07
1424,1.7154405307842712e-07
1425,1.6162714770328402e-07
1426,1.5203943294406653e-07
1427,1.4361048976613667e-07
1428,1.3796194093308252e-07
1429,1.3181574693983102e-07
1430,1.2409667229813691e-07
1431,1.1522450508346151e-07
1432,1.1076455447113097e-07
1433,1.1203809882461611e-07
1434,1.1352178872626871e-07
1435,1.1858210977943047e-07
1436,1.235738989522129e-07
1437,1.2499150926415287e-07
1438,1.2644235853717396e-07
1439,1.2438562276010965e-07
1440,1.1737206044446705e-07
1441,1.0888485440247304e-07
1442,1.0334636902741088e-07
1443,1.0348673210319676e-07
1444,1.0641305874780574e-07
1445,1.0873425272430191e-07
1446,1.0841082725896852e-07
1447,1.0430724446881003e-07
1448,1.0221402026768765e-07
1449,1.0479261861165735e-07
1450,1.0842585711880454e-07
1451,1.1059577172863149e-07
1452,1.0797369467657425e-07
1453,1.0206899276804049e-07
1454,9.600172523077811e-08
1455,8.98704810360805e-08
1456,8.67398612363507e-08
1457,8.75671358977323e-08
1458,8.932721897868598e-08
1459,9.066949715381858e-08
1460,9.331504760817275e-08
1461,9.668354305438868e-08
1462,1.0072768890653088e-07
1463,1.0589242017751342e-07
1464,1.0787817820102152e-07
1465,1.0542786029361108e-07
1466,1.0021007417193542e-07
1467,9.538906668539145e-08
1468,9.120016001542408e-08
1469,8.653014406011164e-08
1470,8.231462970484732e-08
1471,7.693316675923026e-08
1472,7.146485010087111e-08
1473,6.926836521169085e-08
1474,6.93790288897802e-08
1475,7.076612620111763e-08
1476,7.191451377304729e-08
1477,7.004806248106369e-08
1478,6.699325622671488e-08
1479,6.369393059670267e-08
1480,6.149953748279317e-08
1481,6.074958363730257e-08
1482,5.921212518271307e-08
1483,5.727841257248424e-08
1484,5.637557129257335e-08
1485,5.636301421794809e-08
1486,5.661421286140246e-08
1487,5.694029164878544e-08
1488,5.485876251635296e-08
1489,5.243538625165652e-08
1490,5.367934751933967e-08
1491,5.666141257010939e-08
1492,6.004527108490254e-08
1493,6.457824373806594e-08
1494,6.965791920865334e-08
1495,7.614212715719622e-08
1496,8.33154143327322e-08
1497,8.757137283073038e-08
1498,8.878923548481412e-08
1499,8.76353119315727e-08
1500,8.453428075174135e-08
1501,8.448085259443022e-08
1502,8.717026716848951e-08
1503,8.911574029025013e-08
1504,9.305416615870471e-08
1505,9.636124960940091e-08
1506,9.617512483083691e-08
1507,9.527011251351718e-08
1508,9.2893101365261e-08
1509,9.196629112129066e-08
1510,9.753216165409963e-08
1511,1.0621644506022272e-07
1512,1.1415730013607607e-07
1513,1.2279156991623822e-07
1514,1.2903741303629429e-07
1515,1.3144617193381267e-07
1516,1.3335155491985993e-07
1517,1.297413995219813e-07
1518,1.2149225960546005e-07
1519,1.140180337097606e-07
1520,1.0661623042549696e-07
1521,1.000546074335248e-07
1522,9.469914669743922e-08
1523,9.00917320414423e-08
1524,8.778255890316042e-08
1525,8.63918031577952e-08
1526,8.357762296870697e-08
1527,8.040736074578058e-08
1528,7.581662469020327e-08
1529,7.023496218682355e-08
1530,6.53989659492956e-08
1531,6.13090693572398e-08
1532,5.8265662432727644e-08
1533,5.6439096209553924e-08
1534,5.5220186599453304e-08
1535,5.577316786483975e-08
1536,5.8070850930575624e-08
1537,6.131376569814e-08
1538,6.789488900332654e-08
1539,7.418040005239676e-08
1540,8.132486020845408e-08
1541,8.987987450252453e-08
1542,9.371688738067012e-08
1543,9.967019913344318e-08
1544,1.0750284981672737e-07
1545,1.1632735025271747e-07
1546,1.306948455946083e-07
1547,1.448380914360194e-07
1548,1.5836734261422663e-07
1549,1.719810538973376e-07
1550,1.819329492441016e-07
1551,1.8675215484707766e-07
1552,1.8616443970430443e-07
1553,1.785979958821012e-07
1554,1.6677569628273348e-07
1555,1.5377312665877079e-07
1556,1.4170831395610875e-07
1557,1.336374825434093e-07
1558,1.311237342764185e-07
1559,1.3252386075058535e-07
1560,1.3210897462748332e-07
1561,1.2852307707293264e-07
1562,1.2262076923014222e-07
1563,1.1548369222046981e-07
1564,1.1056032296926182e-07
1565,1.093792906456273e-07
1566,1.0996636160206e-07
1567,1.1415722561045484e-07
1568,1.1954150319599778e-07
1569,1.222748529814242e-07
1570,1.2265986772764398e-07
1571,1.1903138087018895e-07
1572,1.1377824264505525e-07
1573,1.0770041828616663e-07
1574,1.0063037640841796e-07
1575,9.321733872038464e-08
1576,8.792060475949141e-08
1577,8.552854414694683e-08
1578,8.440068956944328e-08
1579,8.76106203329745e-08
1580,9.19370580058651e-08
1581,9.583085200028451e-08
1582,1.0062276665738125e-07
1583,1.0218548997650368e-07
1584,1.0059194102080408e-07
1585,9.865774686934422e-08
1586,9.842947212494839e-08
1587,9.848652494332489e-08
1588,9.811287251686355e-08
1589,9.63890854014329e-08
1590,9.113767698006393e-08
1591,8.446140931720373e-08
1592,7.815276840690968e-08
1593,7.252499158067983e-08
1594,6.970999245670533e-08
1595,7.086399322826873e-08
1596,7.319009388487503e-08
1597,7.67960844122276e-08
1598,7.936647579768846e-08
1599,7.857982805456162e-08
1600,7.685934511299513e-08
1601,7.306091052366851e-08
1602,6.775481945914673e-08
1603,6.21043375063949e-08
1604,5.614390375423605e-08
1605,5.077951337729308e-08
1606,4.608906203831898e-08
1607,4.229265582399802e-08
1608,3.916339022159032e-08
1609,3.690955118155594e-08
1610,3.530609604738295e-08
1611,3.356298643511185e-08
1612,3.276918782598718e-08
1613,3.294226910679814e-08
1614,3.304804225539098e-08
1615,3.2893238090643906e-08
1616,3.275391427575816e-08
1617,3.236602277623272e-08
1618,3.2104420433899604e-08
1619,3.2681478326412974e-08
1620,3.3625830487044115e-08
1621,3.4813247492843716e-08
1622,3.593192279109814e-08
1623,3.7788730518834145e-08
1624,3.89848574122904e-08
1625,3.881137159069119e-08
1626,3.9967734271110714e-08
1627,4.1283460639628514e-08
1628,4.333011437604472e-08
1629,4.7084602697220116e-08
1630,4.9426142255866056e-08
1631,5.208352792635908e-08
1632,5.4987675050002785e-08
1633,5.592640750032767e-08
1634,5.5846266717903074e-08
1635,5.38875045037128e-08
1636,5.0153556842119016e-08
1637,4.768357777972425e-08
1638,4.8635596619816104e-08
1639,5.0741549110875525e-08
1640,5.252046803766894e-08
1641,5.3118421240537304e-08
1642,5.059407912507776e-08
1643,4.6709671209869853e-08
1644,4.31387040799772e-08
1645,3.9637333661490416e-08
1646,4.129860042768906e-08
1647,4.9168740578444026e-08
1648,6.003936666112906e-08
1649,7.327293012123965e-08
1650,8.419563702040631e-08
1651,9.176357317568297e-08
1652,9.933721564529474e-08
1653,1.0705349367595814e-07
1654,1.1209814392398417e-07
1655,1.1406332911178683e-07
1656,1.1220699588055567e-07
1657,1.0743629620445059e-07
1658,1.0505516643215239e-07
1659,1.0481214952783718e-07
1660,1.059559343378694e-07
1661,1.0824784063813136e-07
1662,1.0769805644747928e-07
1663,1.0481575083362113e-07
1664,1.0177167578832456e-07
1665,9.976950821976082e-08
1666,9.838005735336602e-08
1667,9.656705157147815e-08
1668,9.362284638130686e-08
1669,9.231056158767114e-08
1670,9.45670051581387e-08
1671,9.727280438300035e-08
1672,1.0007052368206251e-07
1673,9.938847119723181e-08
1674,9.592462408034548e-08
1675,9.53571616196822e-08
1676,9.657144539238117e-08
1677,9.815180080594169e-08
1678,9.913662070856066e-08
1679,9.646045864811983e-08
1680,9.271441282738684e-08
1681,8.999297157589498e-08
1682,8.98061743036855e-08
1683,9.291305666329809e-08
1684,9.592175077122506e-08
1685,9.769207547960809e-08
1686,9.624786786550921e-08
1687,9.221058111938536e-08
1688,8.747702302347287e-08
1689,8.221682072102463e-08
1690,7.698263865185997e-08
1691,7.183437478671954e-08
1692,6.772593727381624e-08
1693,6.469084347820094e-08
1694,6.188425905594162e-08
1695,5.9495833076182814e-08
1696,5.6871249732813814e-08
1697,5.3971624768126615e-08
1698,5.117446230659877e-08
1699,4.951951607376945e-08
1700,4.873006445552793e-08
1701,4.880705799765522e-08
1702,5.012635217797295e-08
1703,5.308871690948738e-08
1704,5.7992345130937346e-08
1705,6.27556104703836e-08
1706,6.693004922216802e-08
1707,7.168704418151436e-08
1708,7.6618339732014e-08
1709,8.15940057608344e-08
1710,8.70971052160705e-08
1711,8.821239468582256e-08
1712,8.561615516608536e-08
1713,8.239203962480989e-08
1714,7.971533571178969e-08
1715,7.885630224060348e-08
1716,7.937067213424628e-08
1717,8.048360504789711e-08
1718,8.076024465460502e-08
1719,8.073422027788854e-08
1720,7.887329832003502e-08
1721,7.559846855880903e-08
1722,7.286362179128797e-08
1723,7.316475972924916e-08
1724,7.866078397266573e-08
1725,8.864470572004717e-08
1726,9.997638171586795e-08
1727,1.0950177497506808e-07
1728,1.1838036726797249e-07
1729,1.2754610051762423e-07
1730,1.378616139845449e-07
1731,1.5089369105214948e-07
1732,1.6155432179043965e-07
1733,1.6786138942714093e-07
1734,1.7048775038088084e-07
1735,1.6625147538149858e-07
1736,1.589763280618597e-07
1737,1.500536953886986e-07
1738,1.408733259543156e-07
1739,1.3462349351886357e-07
1740,1.2982364430639968e-07
1741,1.2557877999918329e-07
1742,1.2038340207553387e-07
1743,1.142075619089567e-07
1744,1.0772430577132026e-07
1745,1.0145187523345297e-07
1746,9.643168769006287e-08
1747,9.361351886403472e-08
1748,9.298966694562358e-08
1749,9.641570023811833e-08
1750,1.0319913015223162e-07
1751,1.098917169903168e-07
1752,1.1515254510370836e-07
1753,1.1853729053831034e-07
1754,1.1974606165489252e-07
1755,1.1807145576431312e-07
1756,1.1747681056049672e-07
1757,1.1646662981555581e-07
1758,1.1278246700432231e-07
1759,1.1227922057369268e-07
1760,1.1233879880632599e-07
1761,1.1099241912206392e-07
1762,1.1244317733786632e-07
1763,1.1259885957032365e-07
1764,1.0996397346095304e-07
1765,1.0690507597224883e-07
1766,1.0125206830333043e-07
1767,9.37268614438733e-08
1768,8.66041752636072e-08
1769,7.994375770288706e-08
1770,7.369938189975832e-08
1771,7.096694371601514e-08
1772,7.328274945707355e-08
1773,7.922947461054389e-08
1774,8.729402718444248e-08
1775,9.333962444503742e-08
1776,9.601816188422936e-08
1777,9.91413455940457e-08
1778,1.035647109330725e-07
1779,1.0812073978577233e-07
1780,1.131961657450562e-07
1781,1.1666404910621511e-07
1782,1.1754764424588676e-07
1783,1.1664287985305716e-07
1784,1.1489109191075926e-07
1785,1.1142698276194993e-07
1786,1.0839678452415907e-07
1787,1.0899460617431667e-07
1788,1.0948264569973038e-07
1789,1.1157188138691989e-07
1790,1.1456469353082573e-07
1791,1.183582243737197e-07
1792,1.2719740204828376e-07
1793,1.3664016176760522e-07
1794,1.462386454283733e-07
1795,1.5261478078011355e-07
1796,1.508908026564658e-07
1797,1.444267224383211e-07
1798,1.3488405026684992e-07
1799,1.2760814513246458e-07
1800,1.2755983032768526e-07
1801,1.3104134697307897e-07
1802,1.340372119425565e-07
1803,1.333834905597908e-07
1804,1.2878264142739513e-07
1805,1.2380437713894398e-07
1806,1.2142393916443472e-07
1807,1.2084404489461361e-07
1808,1.181221401139949e-07
1809,1.1733492581576714e-07
1810,1.2132643306978836e-07
1811,1.2634378978292588e-07
1812,1.306844108213723e-07
1813,1.2989096984449024e-07
1814,1.251018730722186e-07
1815,1.2119168601027026e-07
1816,1.1796001766720239e-07
1817,1.1651031201615911e-07
1818,1.1326212913524422e-07
1819,1.0631152087132107e-07
1820,9.911847342283452e-08
1821,9.188593488609041e-08
1822,8.87450978494481e-08
1823,9.177058798329962e-08
1824,9.6443529087474e-08
1825,1.0012417605999673e-07
1826,9.892425837268375e-08
1827,9.19068325290449e-08
1828,8.37911492873707e-08
1829,7.882453439673608e-08
1830,7.821708108160278e-08
1831,8.02203731424373e-08
1832,8.442333602923181e-08
1833,8.754350265024697e-08
1834,8.845165256297622e-08
1835,8.908148746891872e-08
1836,8.749833883960193e-08
1837,8.531100503233177e-08
1838,8.549240467265809e-08
1839,8.661816441748719e-08
1840,8.913134825643275e-08
1841,9.234321374567822e-08
1842,9.164639256680372e-08
1843,9.281925357703373e-08
1844,9.71248285886135e-08
1845,1.0024984608138892e-07
1846,1.0511236195009564e-07
1847,1.0646362614817552e-07
1848,1.0555476382833975e-07
1849,1.0639928776702111e-07
1850,1.043593591911836e-07
1851,1.0046092337999345e-07
1852,9.437733108119484e-08
1853,8.607709795617024e-08
1854,7.848188814440775e-08
1855,7.242119930022972e-08
1856,6.87540793107322e-08
1857,6.734117132092567e-08
1858,6.809455417552451e-08
1859,6.968509878685736e-08
1860,7.00665889834063e-08
1861,7.273493026385387e-08
1862,7.721143745471618e-08
1863,8.041529390264037e-08
1864,8.286126470287994e-08
1865,8.160013834754937e-08
1866,7.924012457080384e-08
1867,8.135361221148274e-08
1868,8.783075107805288e-08
1869,9.666017605083582e-08
1870,1.0361915856675889e-07
1871,1.0471974279252056e-07
1872,1.0038526859920278e-07
1873,9.513424189115299e-08
1874,9.208331791478264e-08
1875,9.036248637644932e-08
1876,8.906373799042994e-08
1877,8.640736439765182e-08
1878,8.176662808900799e-08
1879,7.696496538172025e-08
1880,7.400596898017943e-08
1881,7.181787220258323e-08
1882,7.003608502944262e-08
1883,6.95199765414717e-08
1884,6.835547887768631e-08
1885,6.761993098393134e-08
1886,6.77579378791308e-08
1887,6.83571440574986e-08
1888,6.912142959223728e-08
1889,6.805928653972875e-08
1890,6.469085781490453e-08
1891,6.032177198512426e-08
1892,5.767709477823686e-08
1893,5.685938534360441e-08
1894,5.814844692006439e-08
1895,6.243360241980634e-08
1896,6.60527423277188e-08
1897,6.787246819251412e-08
1898,6.867272135712593e-08
1899,6.730544912137385e-08
1900,6.548740412720041e-08
1901,6.441366362347462e-08
1902,6.225979721619621e-08
1903,5.863381747655471e-08
1904,5.3982935707097404e-08
1905,4.968464213858424e-08
1906,4.6491177938363205e-08
1907,4.412956016726203e-08
1908,4.292700086445885e-08
1909,4.169321427256569e-08
1910,4.002092643840142e-08
1911,3.851586738765357e-08
1912,3.771341756181238e-08
1913,3.743019592840677e-08
1914,3.7199676348635894e-08
1915,3.6917208709534346e-08
1916,3.537548781663257e-08
1917,3.48879390874873e-08
1918,3.77491452933574e-08
1919,4.3061730894199896e-08
1920,4.934305796469973e-08
1921,5.327125225758695e-08
1922,5.3844127064805e-08
1923,5.16722143909811e-08
1924,5.055499303718131e-08
1925,5.197449388062903e-08
1926,5.3539544630213135e-08
1927,5.5748090326622204e-08
1928,5.7823281349607854e-08
1929,5.941595313651903e-08
1930,6.096185773184292e-08
1931,6.159067183785157e-08
1932,6.17316045314014e-08
1933,6.305844396606684e-08
1934,6.651509951123908e-08
1935,7.21135895411773e-08
1936,7.650223056985161e-08
1937,7.771450753561026e-08
1938,7.631805675440758e-08
1939,7.546125115103468e-08
1940,7.719012631485003e-08
1941,7.882111401289829e-08
1942,7.982650294728322e-08
1943,7.813135286192252e-08
1944,7.574321771373435e-08
1945,7.644389613853936e-08
1946,7.961200668656849e-08
1947,8.315080612565641e-08
1948,8.294822551818823e-08
1949,7.942840287295655e-08
1950,7.667306252637844e-08
1951,7.559325626368127e-08
1952,7.555893063820955e-08
1953,7.662803757748155e-08
1954,7.624023384435361e-08
1955,7.450371048075852e-08
1956,7.527833935827056e-08
1957,7.726300529912841e-08
1958,7.77367046372238e-08
1959,7.723803404269043e-08
1960,7.550173057871785e-08
1961,7.311405750390401e-08
1962,7.135265173532677e-08
1963,7.104238650477223e-08
1964,7.063814776472615e-08
1965,6.859933290442352e-08
1966,7.048939958300777e-08
1967,7.549045966693666e-08
1968,7.97539137450263e-08
1969,8.419102239833781e-08
1970,8.397192012643234e-08
1971,8.03622281324328e-08
1972,8.047600539400312e-08
1973,8.360340487994581e-08
1974,8.683056441811793e-08
1975,8.873500791973247e-08
1976,8.67865070790114e-08
1977,8.24078564160314e-08
1978,7.895457083748087e-08
1979,7.635911383698538e-08
1980,7.342320253130413e-08
1981,7.098088241714802e-08
1982,6.932029438108492e-08
1983,6.793826513573195e-08
1984,7.063193878543314e-08
1985,7.53562449496046e-08
1986,7.81706204006241e-08
1987,8.040355830392399e-08
1988,7.970070241450526e-08
1989,7.651813212508506e-08
1990,7.379131887598366e-08
1991,7.224968689406623e-08
1992,7.378721808590262e-08
1993,7.842099616100804e-08
1994,8.544139639795945e-08
1995,9.202225667734398e-08
1996,9.475753097591758e-08
1997,9.410677785355795e-08
1998,9.080860007435231e-08
1999,8.666292849411891e-08
2000,8.494553785630759e-08
2001,8.596591162721837e-08
2002,8.933424801280961e-08
2003,9.328056233927516e-08
2004,9.516853145545011e-08
2005,9.65266782771193e-08
2006,9.688651036746244e-08
2007,9.677285925698129e-08
2008,9.693307325706314e-08
2009,9.486476589611834e-08
2010,9.346578937614882e-08
2011,9.394421054091535e-08
2012,9.414978957058865e-08
2013,9.663481070996178e-08
2014,1.0057132969842054e-07
2015,1.0388919668059901e-07
2016,1.076377768944224e-07
2017,1.0948649904950222e-07
2018,1.1006284894350284e-07
2019,1.1155656383995742e-07
2020,1.1397590733571244e-07
2021,1.18165816603998e-07
2022,1.230117349455831e-07
2023,1.3163556113955667e-07
2024,1.4257200444392656e-07
2025,1.524648033331786e-07
2026,1.6380582231314053e-07
2027,1.6971273974986536e-07
